location	strings	target	target-marathi-final
QgsCustomProjectionDialog#3	new CRS	नया CRS	
QgsCustomProjectionDialog#4	The proj4 definition of '%1' is not valid.	%1' की प्रोज4 परिभाषा वैध नहीं है.	
QgsCustomProjectionDialog#5	Northing and Easthing must be in decimal form.	उत्‍तरांक और पूर्वांक दशमलव रूप में ही होने चाहिये.	
QgsCustomProjectionDialog#6	Internal Error (source projection invalid?)	आंतरिक गलती (स्रोत प्रक्षेपण अवैध?)	
QgsCustomProjectionDialog#7	Error	गलती	
QgsCustomProjectionDialogBase#1	Custom Coordinate Reference System Definition	कस्‍टम निर्देशांक संदर्भ प्रणाली परिभाषा	
QgsCustomProjectionDialogBase#2	Define	परिभाषित करें	
QgsCustomProjectionDialogBase#3	ID	ID	
QgsCustomProjectionDialogBase#4	You can define your own custom Coordinate Reference System (CRS) here. The definition must conform to the proj4 format for specifying a CRS.		
QgsCustomProjectionDialogBase#5	Name	नाम	
QgsCustomProjectionDialogBase#6	Parameters	मापदंड	
QgsCustomProjectionDialogBase#7	Copy parameters from existing CRS		
QgsCustomProjectionDialogBase#8	Test	टेस्ट	
QgsCustomProjectionDialogBase#9	Use the text boxes below to test the CRS definition you are creating. Enter a coordinate where both the lat/long and the transformed result are known (for example by reading off a map). Then press the calculate button to see if the CRS definition you are creating is accurate.		
QgsCustomProjectionDialogBase#10	Geographic / WGS84	ज्योग्राफिक / WGS84	
QgsCustomProjectionDialogBase#11	Destination CRS	गंतव्‍य CRS	
QgsCustomProjectionDialogBase#12	North	उत्तर	
QgsCustomProjectionDialogBase#13	East	पूर्व	
QgsCustomProjectionDialogBase#14	Add new CRS	नया CRS जोड़ें	
QgsCustomProjectionDialogBase#15	Calculate	गणना करें	
QgsCustomProjectionDialogBase#16	Remove CRS	CRS हटायें	
QgsCustomProjectionDialogBase#17	Copy existing CRS	मौजूदा CRS कॉपी करें	
QgsCustomizationDialog#1	Object name	ऑब्जेक्ट का नाम	
QgsCustomizationDialog#2	Label	लेबल	
QgsCustomizationDialog#3	Description	विवरण	
QgsCustomizationDialog#4	Choose a customization INI file	एक अनुकूलन INI फाइल चुनें	
QgsCustomizationDialog#5	Customization files (*.ini)	अनुकूलन फाइलें (*.ini)	
QgsCustomizationDialogBase#1	Customization	अनुकूलन	
QgsCustomizationDialogBase#2	Interface Customization		
QgsCustomizationDialogBase#3	Enable customization	अनुकूलन सक्षम करें	
QgsCustomizationDialogBase#4	toolBar	साधन-पट्टी	
QgsCustomizationDialogBase#5	Catch	पकड़	
QgsCustomizationDialogBase#6	Switch to catching widgets in main application	प्रधान अनुप्रयोग में विजेट पकड़ने के लिये जायें	
QgsCustomizationDialogBase#7	Save	संरक्षित करें	
QgsCustomizationDialogBase#8	Save to file	फाइल में संरक्षित करें	
QgsCustomizationDialogBase#9	Load	लायें	
QgsCustomizationDialogBase#10	Load from file	फाइल से लायें	
QgsCustomizationDialogBase#11	Expand All	सभी का प्रसार करें	
QgsCustomizationDialogBase#12	Collapse All	सभी को गिरायें	
QgsCustomizationDialogBase#13	Check All		
QgsDashSpaceDialogBase#1	Dash space pattern	डैश स्‍थान पैटर्न	
QgsDashSpaceDialogBase#2	Dash Space Pattern		
QgsDashSpaceDialogBase#3	Dash	डैश	
QgsDashSpaceDialogBase#4	Space	स्‍थान	
QgsDataDefinedButton#1	Description...	विवरण...	
QgsDataDefinedButton#2	Edit...	संपादन...	
QgsDataDefinedButton#3	Paste	चिपकायें	
QgsDataDefinedButton#4	Copy	कॉपी करें	
QgsDataDefinedButton#5	Clear	साफ करें	
QgsDataDefinedButton#6	Assistant...		
QgsDataDefinedButton#7	string	स्ट्रिंग	
QgsDataDefinedButton#8	int	पूर्णांक	
QgsDataDefinedButton#9	double	डबल	
QgsDataDefinedButton#10	Field type:	स्‍तंभ का प्रकार:	
QgsDataDefinedButton#11	integer	पूर्णांक	
QgsDataDefinedButton#12	unknown type	अज्ञात प्रकार	
QgsDataDefinedButton#13	Data defined override	डेटा परिभाषित अधिरोहण	
QgsDataDefinedButton#14	expression	एक्सप्रेशन	
QgsDataDefinedButton#15	field	स्‍तंभ	
QgsDataDefinedButton#16	Deactivate	अक्रिय	
QgsDataDefinedButton#17	Activate	सक्रिय	
QgsDataDefinedButton#18	Attribute field	गुणधर्म स्‍तंभ	
QgsDataDefinedButton#19	No matching field types found	कोई मिलते हुये स्‍तंभ प्रकार नहीं पाये	
QgsDataDefinedButton#20	Expression	एक्सप्रेशन	
QgsDataDefinedButton#21	No variables set		
QgsDataDefinedButton#22	Current:	वर्तमान:	
QgsDataDefinedButton#23	Data definition description	डेटा परिभाषा विवरण	
QgsDataDefinedButton#24	undefined	अपरिभाषित	
QgsDataDefinedButton#25	Parse error: %1	पार्स गलती: %1	
QgsDataDefinedButton#26	%1' field missing	%1' स्‍तंभ खोया हुआ	
QgsDataDefinedButton#27	<b><u>Data defined override</u></b><br>	<b><u>डेटा परिभाषित अधिरोहण</u></b><br>	
QgsDataDefinedButton#28	<b>Active: </b>%1&nbsp	&nbsp	
QgsDataDefinedButton#29	yes	हाँ	
QgsDataDefinedButton#30	no	नहीं	
QgsDataDefinedButton#31	<b>Usage:</b><br>%1<br>	<b>उपयोग:</b><br>%1<br>	
QgsDataDefinedButton#32	<b>Expected input:</b><br>%1<br>	<b>संभावित आगत:</b><br>%1<br>	
QgsDataDefinedButton#33	<b>Valid input types:</b><br>%1<br>	<b>वैध आगत प्रकार:</b><br>%1<br>	
QgsDataDefinedButton#34	<b>Current definition %1:</b><br>%2	<b>वर्तमान परिभाषा %1:</b><br>%2	
QgsDataDefinedButton#35	string	स्ट्रिंग	
QgsDataDefinedButton#36	single character		
QgsDataDefinedButton#37	bool [<b>1</b>=True|<b>0</b>=False]	बूल [<b>1</b>=सत्‍य|<b>0</b>=असत्‍य]	
QgsDataDefinedButton#38	string of variable length	परिवर्तनीय लंबाई की स्ट्रिंग	
QgsDataDefinedButton#39	int [&lt	Err:510	
QgsDataDefinedButton#40	int [&gt	Err:507	
QgsDataDefinedButton#41	int [&gt	Err:507	
QgsDataDefinedButton#42	double [&lt	Err:510	
QgsDataDefinedButton#43	double [&gt	Err:507	
QgsDataDefinedButton#44	double coord [<b>X,Y</b>] as &lt;= 0.0 =&gt;	डबल निर्देशांक [<b>X,Y</b>] as &lt;= 0.0 =&gt;	
QgsDataDefinedButton#45	double [-180.0 - 180.0]	डबल [-180.0 - 180.0]	
QgsDataDefinedButton#46	int [0-100]	पूर्णांक [0-100]	
QgsDataDefinedButton#47	string [<b>r,g,b</b>] as int 0-255	स्ट्रिंग [<b>r,g,b</b>] जैसे पूर्णांक 0-255	
QgsDataDefinedButton#48	string [<b>r,g,b,a</b>] as int 0-255	स्ट्रिंग [<b>r,g,b,a</b>] जैसे पूर्णांक 0-255	
QgsDataDefinedButton#49	double [0.0-1.0]		
QgsDataDefinedButton#50	Variable	वेरिएबल	
QgsDataDefinedButton#51	string [<b>filepath</b>]		
QgsDataDefinedButton#52	[<b><dash>	<space></b>] e.g. '8	
QgsDataDefinedButtonPlugin#1	A widget to define the scale range	पैमाना रेंज को परिभाषित करने के लिये एक विजेट	
QgsDataDefinedButtonPlugin#2	A widget to define the scale range.	पैमाना रेंज को परिभाषित करने के लिये एक विजेट.	
QgsDataDefinedRotationDialog#1	Rotation	घूर्णन	
QgsDataDefinedRotationDialog#2	Symbol rotation		
QgsDataDefinedSizeDialog#1	Size	आकार	
QgsDataDefinedSizeDialog#2	Symbol size		
QgsDataDefinedSizeDialog#3	Size Assistant...		
QgsDataDefinedSizeLegendWidget#1	Data-defined Size Legend		
QgsDataDefinedSizeLegendWidget#2	Legend not enabled		
QgsDataDefinedSizeLegendWidget#3	Separated legend items		
QgsDataDefinedSizeLegendWidget#4	Collapsed legend		
QgsDataDefinedSizeLegendWidget#5	Legend symbol...		
QgsDataDefinedSizeLegendWidget#6	Title	शीर्षक	
QgsDataDefinedSizeLegendWidget#7	Manual size classes		
QgsDataDefinedSizeLegendWidget#8	Add	जोड़ें	
QgsDataDefinedSizeLegendWidget#9	Remove	हटायें	
QgsDataDefinedSizeLegendWidget#10	Options (collapsed only)		
QgsDataDefinedSizeLegendWidget#11	Align symbols		
QgsDataDefinedSizeLegendWidget#12	Bottom	नीचे	
QgsDataDefinedSizeLegendWidget#13	Center	मध्य	
QgsDataDefinedSizeLegendWidget#14	Data-defined size legend		
QgsDataDefinedSizeLegendWidget#15	Value	मान	
QgsDataDefinedSizeLegendWidget#16	Label	लेबल	
QgsDataDefinedSizeLegendWidget#17	Add Size Class		
QgsDataDefinedSizeLegendWidget#18	Enter value for a new class		
QgsDataDefinedSymbolDialog#1	Data defined properties	डेटा परिभाषित विशेषतायें	
QgsDataDefinedSymbolDialog#2	Property	विशेषता	
QgsDataDefinedSymbolDialog#3	Expression	एक्सप्रेशन	
QgsDataDefinedSymbolDialog#4	Help	सहायता	
QgsDataDefinedSymbolDialog#5	double	डबल	
QgsDataDefinedSymbolDialog#6	<red>,<green>,<blue>,<alpha>'	<red>,<green>,<blue>,<alpha>'	
QgsDataDefinedSymbolDialog#7	<filename>'	<filename>'	
QgsDataDefinedSymbolDialog#8	linear'|'radial'|'conical'	रेखीय'|'रेडियल'|'शंक्वाकार'	
QgsDataDefinedSymbolDialog#9	feature'|'viewport'	नक्‍शा-अनुभाग'|'व्यूपोर्ट'	
QgsDataDefinedSymbolDialog#10	pad'|'repeat'|'reflect'	पैड'|'पुनरावृत्ति'|'प्रतिबिंबित'	
QgsDataDefinedSymbolDialog#11	0 (false)|1 (true)	0 (असत्‍य)|1 (सत्‍य)	
QgsDataDefinedValueBaseDialog#1	Dialog	संवाद	
QgsDataDefinedValueBaseDialog#2	…		
QgsDataDefinedValueBaseDialog#3	Label	लेबल	
QgsDataDefinedValueDialog#1	Dialog	संवाद	
QgsDataDefinedValueDialog#2	Label	लेबल	
QgsDataDefinedValueDialog#3	...	...	
QgsDataDefinedWidthDialog#1	Width	चौड़ाई	
QgsDataDefinedWidthDialog#2	Symbol width	प्रतीक चौड़ाई	
QgsDataSourceManagerDialog#1	Data Source Manager		
QgsDataSourceManagerDialog#2	Browser	ब्राउज़र	
QgsDataSourceManagerDialog#3	Cannot get %1 select dialog from source select provider %2.		
QgsDataSourceManagerDialog#4	Data Source Manager | %1		
QgsDataSourceManagerDialog#5	Add %1 layer		
QgsDateTimeEdit#1	clear		
QgsDateTimeEditConfig#1	Form	प्रपत्र	
